time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-05-27T17:02:01.810Z,36.8876667,-121.6213333,6.8,3.23,ml,86,35,0.0234,0.12,nc,nc73397161,2020-08-15T20:19:38.040Z,"2km E of Aromas, CA",earthquake,0.16,0.33,0.189,92,reviewed,nc,nc
2020-05-27T16:03:23.888Z,38.1752,-117.8019,9.5,4.2,ml,32,51.09,0.056,0.1661,nn,nn00736420,2020-11-13T09:31:48.496Z,"51km WNW of Tonopah, Nevada",earthquake,,0.7,0.22,9,reviewed,nn,nn
2020-05-27T12:42:06.696Z,38.1748,-117.8972,4.9,2.9,ml,28,48.05,0.024,0.1178,nn,nn00736275,2020-08-15T20:19:37.040Z,"59km WNW of Tonopah, Nevada",earthquake,,0.6,0.44,10,reviewed,nn,nn
2020-05-27T11:57:21.183Z,38.1527,-117.9692,8.3,2.9,ml,29,44.79,0.016,0.1641,nn,nn00736253,2020-08-15T20:19:37.040Z,"65km W of Tonopah, Nevada",earthquake,,0.6,0.19,9,reviewed,nn,nn
2020-05-27T10:43:33.210Z,38.1818,-117.7897,5.3,2.6,ml,40,51.65,0.055,0.17,nn,nn00736217,2020-08-15T20:19:37.040Z,"50km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-27T09:41:50.499Z,38.2029,-117.7257,7.9,2.7,ml,27,52.85,0.03,0.1859,nn,nn00736188,2020-08-15T20:19:36.040Z,"44km WNW of Tonopah, Nevada",earthquake,,0.8,0.31,9,reviewed,nn,nn
2020-05-27T08:45:49.401Z,38.164,-117.8784,7,2.9,ml,23,48.54,0.006,0.1639,nn,nn00736161,2020-08-15T20:19:36.040Z,"55km WNW of Tonopah, Nevada",earthquake,,0.7,0.33,3,reviewed,nn,nn
2020-05-27T07:59:15.612Z,38.206,-117.7894,7.4,2.9,ml,23,52.98,0.04,0.1193,nn,nn00736126,2020-08-15T20:19:36.040Z,"46km WNW of Tonopah, Nevada",earthquake,,0.8,0.28,4,reviewed,nn,nn
2020-05-27T06:20:10.226Z,38.2031,-117.7305,7.5,2.9,ml,30,50.32,0.027,0.1588,nn,nn00736032,2020-08-15T20:19:35.040Z,"42km WNW of Tonopah, Nevada",earthquake,,1,0.27,11,reviewed,nn,nn
2020-05-27T04:52:31.080Z,35.385,-118.9645,15.96,3.66,mw,110,35,0.1213,0.27,ci,ci39218863,2020-08-24T14:27:54.579Z,"6km SE of Oildale, CA",earthquake,0.15,0.67,,4,reviewed,ci,ci
2020-05-27T03:16:09.938Z,38.1696,-117.8445,9.1,3.4,ml,34,47.74,0.023,0.265,nn,nn00735933,2020-08-15T20:19:35.040Z,"54km W of Tonopah, Nevada",earthquake,,1,0.21,14,reviewed,nn,nn
2020-05-27T01:51:26.200Z,38.151,-117.9658,14.9,2.6,ml,28,59.39,0.015,0.13,nn,nn00735891,2020-08-15T20:19:35.040Z,"65km W of Tonopah, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-27T00:57:02.389Z,38.1394,-118.0492,2.2,3.8,ml,32,43.31,0.021,0.1707,nn,nn00735859,2020-08-15T20:19:35.040Z,"66km SE of Hawthorne, Nevada",earthquake,,0.6,0.35,14,reviewed,nn,nn
2020-05-26T22:14:30.301Z,38.1707,-117.8186,7.9,3.6,ml,34,48.77,0.042,0.1737,nn,nn00735741,2020-08-08T18:17:33.040Z,"51km WNW of Tonopah, Nevada",earthquake,,0.7,0.27,12,reviewed,nn,nn
2020-05-26T21:35:21.606Z,44.281,-115.1071,6.8,2.5,ml,,66,0.291,0.81,us,us60009zk7,2020-08-08T18:17:33.040Z,"15 km WNW of Stanley, Idaho",earthquake,1.3,5.9,0.049,54,reviewed,us,us
2020-05-26T21:21:53.657Z,31.6772,-104.4222,5,3,ml,,54,0.067,0.75,us,us60009zjr,2020-08-08T18:17:33.040Z,"55 km S of Whites City, New Mexico",earthquake,1.3,1.6,0.069,48,reviewed,us,us
2020-05-26T20:07:48.764Z,31.6854,-104.3454,5,2.8,ml,,51,0.096,0.85,us,us60009zhk,2020-08-08T18:17:33.040Z,"54 km S of Whites City, New Mexico",earthquake,1.2,1.7,0.042,74,reviewed,us,us
2020-05-26T19:53:46.400Z,32.7123333,-115.7691667,10.2,3.59,ml,61,43,0.05631,0.3,ci,ci39218391,2020-08-24T08:29:02.873Z,"21km E of Ocotillo, CA",earthquake,0.29,0.49,0.158,105,reviewed,ci,ci
2020-05-26T17:53:46.050Z,38.1485,-117.937,15.8,2.5,ml,19,90.53,0.04,0.03,nn,nn00735579,2020-08-08T18:17:32.040Z,"65km W of Tonopah, Nevada",earthquake,,2.1,,,automatic,nn,nn
2020-05-26T16:53:07.560Z,38.1867,-117.8368,10.9,2.6,ml,39,70.49,0.046,0.11,nn,nn00735549,2020-08-08T18:17:32.040Z,"53km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-26T16:31:53.595Z,38.1608,-117.8783,6.6,3.1,ml,31,46.64,0.006,0.1319,nn,nn00735530,2020-08-08T18:17:32.040Z,"58km WNW of Tonopah, Nevada",earthquake,,0.5,0.34,13,reviewed,nn,nn
2020-05-26T15:31:39.820Z,38.1567,-117.9377,10.3,2.7,ml,37,48.23,0.033,0.13,nn,nn00735482,2020-08-08T18:18:02.040Z,"62km W of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-26T15:12:14.690Z,38.1043,-118.0902,1.9,2.5,ml,19,65.11,0.046,0.07,nn,nn00735465,2020-08-08T18:18:02.040Z,"65km SE of Hawthorne, Nevada",earthquake,,9.6,,,automatic,nn,nn
2020-05-26T14:34:16.206Z,44.2858,-115.0728,10,2.7,ml,,66,0.314,0.7,us,us70009qp3,2020-08-08T18:18:02.040Z,"13 km NW of Stanley, Idaho",earthquake,1.6,2,0.05,52,reviewed,us,us
2020-05-26T13:04:35.497Z,38.1544,-117.9541,8,2.8,ml,30,47.73,0.016,0.1487,nn,nn00735382,2020-08-08T18:18:01.040Z,"62km WNW of Tonopah, Nevada",earthquake,,0.6,0.35,10,reviewed,nn,nn
2020-05-26T12:32:08.020Z,38.2388,-117.7927,5.6,2.6,ml,36,51.79,0.052,0.1,nn,nn00735360,2020-08-08T18:18:01.040Z,"53km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-26T11:34:00.040Z,38.2208,-117.7897,5.9,2.5,ml,21,50.66,0.056,0.11,nn,nn00735311,2020-08-08T18:18:01.040Z,"54km WNW of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-26T11:15:23.770Z,38.1683,-117.8802,6,2.7,ml,36,47.33,0.023,0.15,nn,nn00735287,2020-08-08T18:18:01.040Z,"55km WNW of Tonopah, Nevada",earthquake,,0.3,,,automatic,nn,nn
2020-05-26T09:30:42.023Z,38.1212,-117.9636,9.6,3.3,ml,30,42.48,0.018,0.1356,nn,nn00735203,2020-08-08T18:18:01.040Z,"63km W of Tonopah, Nevada",earthquake,,0.6,0.29,8,reviewed,nn,nn
2020-05-26T09:04:08.571Z,38.2367,-117.831,0,2.6,ml,19,54.67,0.067,0.1581,nn,nn00735183,2020-08-08T18:18:01.040Z,"51km WNW of Tonopah, Nevada",earthquake,,1,0.42,6,reviewed,nn,nn
2020-05-26T06:53:27.240Z,38.148,-117.9508,10.6,2.7,ml,31,47.4,0.018,0.1,nn,nn00735081,2020-08-08T18:18:01.040Z,"64km W of Tonopah, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-26T06:40:46.557Z,38.1392,-118.0831,5.1,3.2,ml,30,43.48,0.032,0.1587,nn,nn00735067,2020-08-08T18:18:01.040Z,"64km SE of Hawthorne, Nevada",earthquake,,1.2,0.27,8,reviewed,nn,nn
2020-05-26T06:24:53.950Z,38.147,-118.0288,6,2.6,ml,48,42.24,0.024,0.14,nn,nn00735052,2020-08-08T18:18:00.040Z,"67km SE of Hawthorne, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-26T03:04:55.560Z,38.138,-118.0497,6.7,2.6,ml,38,62.34,0.01,0.15,nn,nn00734874,2020-08-08T18:18:00.040Z,"65km SE of Hawthorne, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-26T02:38:57.060Z,38.1687,-117.8335,11,2.8,ml,45,48.71,0.043,0.1,nn,nn00734848,2020-08-08T18:18:00.040Z,"53km WNW of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-26T02:15:13.840Z,38.1653,-117.86,7.7,2.6,ml,31,48.57,0.014,0.07,nn,nn00734833,2020-08-08T18:18:00.040Z,"56km WNW of Tonopah, Nevada",earthquake,,0.4,,,automatic,nn,nn
2020-05-26T01:06:25.416Z,44.2812,-115.0965,10,2.5,ml,,66,0.297,0.68,us,us60009zll,2020-08-08T18:17:33.040Z,"14 km WNW of Stanley, Idaho",earthquake,1.7,2,0.059,38,reviewed,us,us
2020-05-26T00:59:59.905Z,44.2998,-115.0887,10,2.6,ml,,65,0.312,0.8,us,us70009qaj,2020-08-08T18:18:00.040Z,"southern Idaho",earthquake,1.6,2,0.045,66,reviewed,us,us
2020-05-26T00:47:52.096Z,38.1987,-117.7274,7.9,3,ml,28,48.99,0.032,0.1354,nn,nn00734769,2020-08-08T18:18:00.040Z,"43km WNW of Tonopah, Nevada",earthquake,,0.8,0.27,10,reviewed,nn,nn
2020-05-26T00:47:47.460Z,44.2687,-115.1003,10,3.1,ml,,67,0.288,0.95,us,us70009qad,2020-08-08T18:18:00.040Z,"14 km WNW of Stanley, Idaho",earthquake,1.1,2,0.038,90,reviewed,us,us
2020-05-26T00:33:39.023Z,44.3786,-115.2048,10,2.6,ml,,61,0.313,0.83,us,us70009qa5,2020-08-08T18:18:00.040Z,"27 km NW of Stanley, Idaho",earthquake,1.9,2,0.059,38,reviewed,us,us
2020-05-26T00:12:22.290Z,38.1802,-117.8232,5.8,2.7,ml,41,49.03,0.057,0.11,nn,nn00734740,2020-08-08T18:17:59.040Z,"54km WNW of Tonopah, Nevada",earthquake,,0.5,,,automatic,nn,nn
2020-05-25T23:20:01.290Z,40.3593333,-124.2525,29.58,2.61,md,19,155,0.04359,0.1,nc,nc73396131,2020-08-08T18:17:59.040Z,"5km NE of Petrolia, CA",earthquake,0.61,0.77,0.196,33,reviewed,nc,nc
2020-05-25T22:52:29.943Z,38.1852,-117.7447,9.5,3.2,ml,29,47.53,0.042,0.1511,nn,nn00734692,2020-08-08T18:17:59.040Z,"46km WNW of Tonopah, Nevada",earthquake,,0.7,0.38,11,reviewed,nn,nn
2020-05-25T21:40:52.279Z,38.1705,-117.8548,6.4,3.5,ml,19,83.66,0.016,0.1656,nn,nn00734638,2020-08-08T18:17:59.040Z,"54km WNW of Tonopah, Nevada",earthquake,,0.9,0.5,4,reviewed,nn,nn
2020-05-25T20:34:58.920Z,44.2874,-115.0816,10,2.6,ml,,66,0.309,0.83,us,us70009q6m,2020-08-08T18:17:59.040Z,"13 km NW of Stanley, Idaho",earthquake,1.4,2,0.045,64,reviewed,us,us
2020-05-25T20:15:38.245Z,44.2762,-115.0756,10,2.8,ml,,67,0.307,1.06,us,us70009q64,2020-08-08T18:17:59.040Z,"12 km WNW of Stanley, Idaho",earthquake,2.3,2,0.043,72,reviewed,us,us
2020-05-25T20:03:19.060Z,44.2811,-115.0792,10,3,ml,,66,0.307,0.77,us,us70009q5v,2020-08-08T18:17:59.040Z,"13 km WNW of Stanley, Idaho",earthquake,2,2,0.041,78,reviewed,us,us
2020-05-25T19:23:10.137Z,38.1595,-117.9497,7.9,2.8,ml,31,47.98,0.022,0.1479,nn,nn00734500,2020-08-08T18:17:59.040Z,"63km W of Tonopah, Nevada",earthquake,,0.6,0.23,13,reviewed,nn,nn
2020-05-25T18:50:50.789Z,38.2237,-117.8058,8.1,2.6,ml,27,49.93,0.047,0.1557,nn,nn00734476,2020-08-08T18:17:59.040Z,"50km WNW of Tonopah, Nevada",earthquake,,0.9,0.24,8,reviewed,nn,nn
2020-05-25T18:23:01.508Z,38.1853,-117.8899,5.8,2.8,ml,26,46.77,0.028,0.148,nn,nn00734455,2020-08-08T18:17:59.040Z,"67km SE of Hawthorne, Nevada",earthquake,,0.8,0.34,8,reviewed,nn,nn
2020-05-25T18:02:37.708Z,38.1312,-118.0716,3.1,2.9,ml,29,59.13,0.033,0.1847,nn,nn00734433,2020-08-08T18:17:59.040Z,"65km SE of Hawthorne, Nevada",earthquake,,0.9,0.25,11,reviewed,nn,nn
2020-05-25T15:40:26.264Z,38.2098,-117.7925,6.8,2.9,ml,26,50.19,0.041,0.105,nn,nn00734328,2020-08-08T18:17:58.040Z,"47km WNW of Tonopah, Nevada",earthquake,,0.7,0.46,8,reviewed,nn,nn
2020-05-25T15:34:52.811Z,38.1276,-118.0711,3,3.3,ml,32,44.02,0.036,0.164,nn,nn00734320,2020-08-08T18:17:58.040Z,"65km SE of Hawthorne, Nevada",earthquake,,0.8,0.26,13,reviewed,nn,nn
2020-05-25T15:33:58.370Z,38.1266,-118.0734,3.2,2.7,ml,26,93.87,0.037,0.1562,nn,nn00734317,2020-08-08T18:17:58.040Z,"63km SE of Hawthorne, Nevada",earthquake,,0.9,0.43,9,reviewed,nn,nn
2020-05-25T15:27:23.760Z,36.8243333,-121.2883333,8.91,3.06,ml,87,61,0.07842,0.13,nc,nc73395891,2020-08-08T18:17:58.040Z,"5km NE of Tres Pinos, CA",earthquake,0.14,0.3,0.141,63,reviewed,nc,nc
2020-05-25T14:36:55.130Z,38.1529,-117.9846,11.5,2.7,ml,34,52.96,0.024,0.1424,nn,nn00734272,2020-08-08T18:17:58.040Z,"65km W of Tonopah, Nevada",earthquake,,0.5,0.23,14,reviewed,nn,nn
2020-05-25T13:34:52.802Z,44.2899,-114.9632,10,2.6,ml,,65,0.384,0.95,us,us70009q1c,2020-08-08T18:17:58.040Z,"8 km NNW of Stanley, Idaho",earthquake,1.5,2,0.052,48,reviewed,us,us
2020-05-25T13:34:28.907Z,38.1595,-117.8607,4.7,3.2,ml,31,47.89,0.009,0.1606,nn,nn00734239,2020-08-08T18:17:58.040Z,"56km WNW of Tonopah, Nevada",earthquake,,0.5,0.29,13,reviewed,nn,nn
2020-05-25T09:33:20.090Z,38.1392,-117.9571,7.9,2.6,ml,33,42.64,0.002,0.111,nn,nn00734038,2020-08-19T18:52:23.366Z,"30 km SSE of Mina, Nevada",earthquake,,0.5,0.25,7,reviewed,nn,nn
2020-05-25T04:44:25.019Z,38.1481,-118.0047,3.3,3.4,ml,26,42.63,0.037,0.0989,nn,nn00733785,2020-08-08T18:17:57.040Z,"66km W of Tonopah, Nevada",earthquake,,0.7,0.53,6,reviewed,nn,nn
2020-05-25T04:34:35.333Z,38.1456,-118.0061,3.4,2.8,ml,27,42.76,0.037,0.1399,nn,nn00733777,2020-08-08T18:17:57.040Z,"67km W of Tonopah, Nevada",earthquake,,0.7,0.38,8,reviewed,nn,nn
2020-05-25T04:32:20.823Z,38.1533,-117.964,9.4,3.1,ml,34,44.15,0.015,0.1204,nn,nn00733773,2020-08-08T18:17:57.040Z,"63km W of Tonopah, Nevada",earthquake,,0.5,0.37,12,reviewed,nn,nn
2020-05-25T04:03:16.391Z,38.1515,-117.9804,11.7,3.4,ml,34,42.63,0.021,0.1672,nn,nn00733754,2020-08-08T18:17:57.040Z,"65km W of Tonopah, Nevada",earthquake,,0.5,0.29,13,reviewed,nn,nn
2020-05-25T03:01:08.611Z,38.1468,-117.9837,12.2,3.1,ml,29,53.41,0.021,0.1393,nn,nn00733701,2020-08-08T18:17:57.040Z,"66km W of Tonopah, Nevada",earthquake,,0.5,0.23,10,reviewed,nn,nn
2020-05-25T02:55:49.945Z,38.1442,-117.9892,12.4,3.8,ml,26,42.43,0.024,0.1548,nn,nn00733694,2020-08-08T18:17:57.040Z,"67km SE of Hawthorne, Nevada",earthquake,,0.7,0.22,7,reviewed,nn,nn
2020-05-25T02:54:52.566Z,38.1475,-117.9845,11.4,3,ml,31,42.59,0.022,0.1332,nn,nn00733691,2020-08-08T18:17:57.040Z,"66km W of Tonopah, Nevada",earthquake,,0.6,0.2,13,reviewed,nn,nn
2020-05-25T02:42:08.430Z,44.2913,-115.0786,10,2.6,ml,,66,0.313,0.91,us,us70009ptq,2020-08-08T18:17:57.040Z,"13 km NW of Stanley, Idaho",earthquake,1.5,2,0.044,68,reviewed,us,us
2020-05-25T02:24:38.973Z,38.0487,-118.3242,7.6,2.6,ml,31,66.52,0.241,0.1621,nn,nn00733661,2020-08-11T20:52:40.929Z,"28 km NNE of Benton, California",earthquake,,3.4,0.38,9,reviewed,nn,nn
2020-05-25T02:19:30.654Z,44.3365,-114.8976,17.61,2.6,ml,,65,0.447,0.67,us,us70009ptc,2020-08-08T18:17:57.040Z,"13 km NNE of Stanley, Idaho",earthquake,2.1,6.8,0.055,44,reviewed,us,us
2020-05-25T00:41:26.711Z,38.1935,-117.7384,8.2,3.5,ml,29,48.83,0.109,0.1262,nn,nn00733594,2020-08-08T18:17:57.040Z,"45km WNW of Tonopah, Nevada",earthquake,,1.3,0.31,9,reviewed,nn,nn
2020-05-25T00:13:27.460Z,44.3503,-115.0706,10,2.9,ml,,62,0.354,0.86,us,us70009pri,2020-08-08T18:17:57.040Z,"18 km NW of Stanley, Idaho",earthquake,2,2,0.039,88,reviewed,us,us
2020-05-24T23:48:30.326Z,38.1434,-117.9833,8.3,2.8,ml,32,43.28,0.019,0.1737,nn,nn00733558,2020-08-08T18:17:57.040Z,"64km W of Tonopah, Nevada",earthquake,,0.6,0.26,9,reviewed,nn,nn
2020-05-24T22:32:00.756Z,38.1846,-117.8843,7.2,3.6,ml,25,49.22,0.025,0.1567,nn,nn00733527,2020-08-08T18:17:56.040Z,"59km WNW of Tonopah, Nevada",earthquake,,0.7,0.26,8,reviewed,nn,nn
2020-05-24T22:00:31.550Z,44.2909,-115.0842,10,2.6,ml,,97,0.31,1,us,us70009pnq,2020-08-08T18:17:56.040Z,"14 km NW of Stanley, Idaho",earthquake,1.3,2,0.045,64,reviewed,us,us
2020-05-24T21:54:14.848Z,44.2971,-115.1217,10,2.5,ml,,65,0.292,0.69,us,us70009pnj,2020-08-08T18:17:56.040Z,"17 km WNW of Stanley, Idaho",earthquake,2.8,2,0.05,53,reviewed,us,us
2020-05-24T21:18:06.972Z,38.1578,-117.9763,6.8,2.7,ml,30,47.84,0.023,0.1389,nn,nn00733488,2020-08-08T18:17:56.040Z,"64km W of Tonopah, Nevada",earthquake,,0.6,0.4,12,reviewed,nn,nn
2020-05-24T20:51:15.646Z,44.2876,-115.1135,11.08,2.6,ml,,66,0.291,0.73,us,us70009plu,2020-08-08T18:17:56.040Z,"15 km WNW of Stanley, Idaho",earthquake,2.3,10.4,0.053,46,reviewed,us,us
2020-05-24T20:39:42.255Z,44.2868,-115.0672,10,3.3,ml,,66,0.317,0.54,us,us70009plc,2020-08-08T18:17:56.040Z,"12 km NW of Stanley, Idaho",earthquake,2.2,2,0.033,123,reviewed,us,us
2020-05-24T18:54:07.385Z,38.1665,-117.8939,7.8,2.6,ml,28,48.31,0.018,0.1183,nn,nn00733399,2020-08-08T18:17:56.040Z,"58km WNW of Tonopah, Nevada",earthquake,,0.5,0.33,11,reviewed,nn,nn
2020-05-24T17:55:39.969Z,44.3057,-115.0691,10,2.7,ml,,65,0.327,0.58,us,us70009pk7,2020-08-08T18:17:56.040Z,"14 km NW of Stanley, Idaho",earthquake,1.9,2,0.069,28,reviewed,us,us
2020-05-24T15:49:30.863Z,38.1532,-117.9575,12.9,2.9,ml,24,47.67,0.014,0.1715,nn,nn00733296,2020-08-08T18:17:56.040Z,"63km WNW of Tonopah, Nevada",earthquake,,0.7,0.27,4,reviewed,nn,nn
2020-05-24T15:21:31.769Z,36.36516667,-98.15183333,7.93,2.93,ml,84,46,0,0.22,ok,ok2020kegv,2020-08-08T18:17:55.040Z,"23km SSE of Helena, Oklahoma",earthquake,,0.6,0.23,33,reviewed,ok,ok
2020-05-24T15:19:54.855Z,38.1764,-117.8652,7.1,2.6,ml,32,48.75,0.015,0.1292,nn,nn00733272,2020-08-08T18:17:55.040Z,"55km WNW of Tonopah, Nevada",earthquake,,0.6,0.24,13,reviewed,nn,nn
2020-05-24T15:02:54.032Z,38.1744,-117.8794,5.9,3.3,ml,22,54.42,0.014,0.1446,nn,nn00733258,2020-08-08T18:17:55.040Z,"56km WNW of Tonopah, Nevada",earthquake,,0.8,0.27,3,reviewed,nn,nn
2020-05-24T14:53:59.740Z,36.3645,-98.1585,7.89,3.87,ml,85,46,0,0.18,ok,ok2020kefy,2020-08-08T18:17:55.040Z,"23km SSE of Helena, Oklahoma",earthquake,,0.4,0.24,32,reviewed,ok,ok
2020-05-24T14:43:20.627Z,38.2217,-117.7015,0,3.5,ml,43,49.97,0.145,0.4576,nn,nn00733243,2020-08-08T18:17:55.040Z,"45km WNW of Tonopah, Nevada",earthquake,,2,0.24,26,reviewed,nn,nn
2020-05-24T13:29:13.967Z,38.222,-117.8112,8.9,2.9,ml,24,49.74,0.051,0.1344,nn,nn00733404,2020-05-25T02:15:32.279Z,"53km WNW of Tonopah, Nevada",earthquake,,0.9,0.31,4,reviewed,nn,nn
2020-05-24T13:29:13.472Z,38.2334,-117.786,10,2.8,ml,,57,0.031,0.81,us,us70009phb,2020-08-08T18:17:55.040Z,"33 km ESE of Mina, Nevada",earthquake,2,2,0.036,100,reviewed,us,us
2020-05-24T12:55:09.240Z,35.8708333,-117.7163333,7.11,3.78,mw,67,22,0.0736,0.19,ci,ci39214247,2020-08-08T18:17:55.040Z,"19km ESE of Little Lake, CA",earthquake,0.13,0.43,,6,reviewed,ci,ci
2020-05-24T11:30:37.120Z,35.871,-117.7166667,7.02,3.53,ml,65,22,0.0736,0.2,ci,ci39214127,2020-08-08T18:17:55.040Z,"19km ESE of Little Lake, CA",earthquake,0.13,0.35,0.126,297,reviewed,ci,ci
2020-05-24T10:12:54.208Z,44.3993,-115.1814,10,2.5,ml,,92,0.34,0.52,us,us70009pej,2020-08-08T18:17:55.040Z,"27 km NW of Stanley, Idaho",earthquake,2.5,2,0.05,52,reviewed,us,us
2020-05-24T09:57:52.260Z,38.138,-117.9779,9.7,3.9,ml,20,43.34,0.015,0.1458,nn,nn00733035,2020-08-08T18:17:55.040Z,"65km W of Tonopah, Nevada",earthquake,,0.7,0.57,11,reviewed,nn,nn
2020-05-24T09:34:04.099Z,44.3539,-115.1905,16.64,2.5,ml,,62,0.299,0.64,us,us70009pe5,2020-08-08T18:17:55.040Z,"25 km NW of Stanley, Idaho",earthquake,1.4,8.3,0.056,42,reviewed,us,us
2020-05-24T09:21:19.300Z,39.2108,-118.389,4.7,3.5,ml,10,310.97,0.94,0.3,nn,nn00733012,2020-05-24T09:28:54.017Z,"44km SE of Fallon, Nevada",earthquake,,14.9,,,automatic,nn,nn
2020-05-24T05:58:29.479Z,38.1565,-117.9608,3.5,3.1,ml,31,44.29,0.018,0.1579,nn,nn00732813,2020-08-08T18:17:54.040Z,"64km W of Tonopah, Nevada",earthquake,,0.5,0.47,11,reviewed,nn,nn
2020-05-24T05:53:30.262Z,38.1574,-117.9604,3,3.1,ml,33,44.32,0.018,0.1826,nn,nn00732809,2020-08-08T18:17:54.040Z,"64km W of Tonopah, Nevada",earthquake,,0.7,0.39,15,reviewed,nn,nn
2020-05-24T05:10:51.883Z,38.1637,-117.8298,10.6,2.6,ml,32,47.97,0.033,0.2018,nn,nn00732766,2020-08-08T18:17:54.040Z,"54km WNW of Tonopah, Nevada",earthquake,,0.6,0.37,15,reviewed,nn,nn
2020-05-24T01:47:58.382Z,38.1494,-118.0675,6.9,2.5,ml,26,62.44,0.016,0.1449,nn,nn00732602,2020-08-08T18:17:54.040Z,"64km SE of Hawthorne, Nevada",earthquake,,0.8,0.44,8,reviewed,nn,nn
2020-05-23T19:58:02.380Z,37.5171667,-118.9906667,3.31,2.5,md,35,100,0.0972,0.04,nc,nc73394496,2020-08-08T18:17:54.040Z,"13km S of Mammoth Lakes, CA",earthquake,0.2,0.86,0.304,35,reviewed,nc,nc
2020-05-23T19:08:56.528Z,38.1583,-117.9335,9.9,2.9,ml,33,47.93,0.028,0.1525,nn,nn00732366,2020-08-08T18:17:54.040Z,"61km W of Tonopah, Nevada",earthquake,,0.5,0.32,9,reviewed,nn,nn
2020-05-23T18:57:00.690Z,38.2267,-117.7842,0,2.5,ml,22,53.55,0.057,0.69,nn,nn00732358,2020-08-08T18:17:54.040Z,"53km WNW of Tonopah, Nevada",earthquake,,34.5,,,automatic,nn,nn
2020-05-23T18:53:49.367Z,38.1652,-117.8415,7.2,3,ml,27,49.96,0.024,0.1361,nn,nn00732354,2020-08-08T18:17:53.040Z,"54km WNW of Tonopah, Nevada",earthquake,,0.6,0.15,7,reviewed,nn,nn
2020-05-23T18:51:34.931Z,43.537,-105.3362,0,3.3,ml,,78,1.107,0.62,us,us70009p64,2020-08-08T18:17:32.040Z,"26 km SSE of Wright, Wyoming",mining explosion,2.9,1.9,0.047,60,reviewed,us,us
2020-05-23T18:14:00.190Z,38.1505,-117.9858,13,2.6,ml,25,77.54,0.032,0.1,nn,nn00732328,2020-08-08T18:17:53.040Z,"68km SE of Hawthorne, Nevada",earthquake,,0.6,,,automatic,nn,nn
2020-05-23T17:28:59.870Z,38.1815,-117.824,4,2.5,ml,31,48.72,0.046,0.17,nn,nn00732291,2020-08-08T18:17:53.040Z,"51km WNW of Tonopah, Nevada",earthquake,,0.7,,,automatic,nn,nn
2020-05-23T16:13:32.860Z,38.1377,-118.0085,4.8,2.5,ml,16,106.92,0.03,0.07,nn,nn00732265,2020-08-08T18:17:53.040Z,"65km W of Tonopah, Nevada",earthquake,,0.8,,,automatic,nn,nn
2020-05-23T15:08:24.320Z,37.5161667,-118.9906667,3.07,2.55,md,32,101,0.09815,0.04,nc,nc73394316,2020-08-08T18:17:53.040Z,"14km S of Mammoth Lakes, CA",earthquake,0.25,0.99,0.239,38,reviewed,nc,nc
2020-05-23T14:15:46.472Z,38.3816,-117.8805,6.7,3.1,ml,18,51.17,0.187,0.0757,nn,nn00732194,2020-08-08T18:17:53.040Z,"54km S of Gabbs, Nevada",earthquake,,3.7,0,1,reviewed,nn,nn
2020-05-23T14:02:24.495Z,44.3626,-115.1996,10,2.6,ml,,61,0.302,0.65,us,us70009p43,2020-08-08T18:17:53.040Z,"26 km NW of Stanley, Idaho",earthquake,1.4,2,0.059,38,reviewed,us,us
2020-05-23T13:15:32.800Z,38.1537,-118.0216,3.1,2.6,ml,28,56.72,0.025,0.1355,nn,nn00732170,2020-08-08T18:17:53.040Z,"66km SE of Hawthorne, Nevada",earthquake,,0.5,0.36,9,reviewed,nn,nn
2020-05-23T13:07:08.774Z,38.1473,-117.9914,9.3,3.5,ml,22,42.4,0.027,0.093,nn,nn00732164,2020-08-08T18:17:53.040Z,"67km SE of Hawthorne, Nevada",earthquake,,0.6,0.3,2,reviewed,nn,nn
2020-05-23T13:05:09.480Z,36.53133333,-98.9815,6.62,2.5,ml,99,51,0,0.16,ok,ok2020kcgs,2020-05-27T15:44:08.145Z,"22km ENE of Mooreland, Oklahoma",earthquake,,0.2,0.22,18,reviewed,ok,ok
2020-05-23T12:55:47.530Z,36.53033333,-98.98116667,6.44,2.5,ml,100,51,0,0.17,ok,ok2020kcgn,2020-08-08T18:17:53.040Z,"22km ENE of Mooreland, Oklahoma",earthquake,,0.2,0.21,22,reviewed,ok,ok
